accuracy,previous_score,avg_time,difficulty_level,topic_accuracy,next_score,competency
40.53,50.56,85.0,3,33.0,48.22,Beginner
69.53,75.38,83.2,1,72.14,71.7,Intermediate
70.11,74.42,70.7,1,70.9,77.35,Intermediate
81.2,86.93,48.5,1,80.91,76.27,Intermediate
99.0,100.0,94.7,3,100.0,99.76,Advanced
67.85,85.33,23.9,1,62.69,78.23,Intermediate
49.82,44.33,26.9,2,43.98,52.65,Beginner
59.49,72.48,53.3,2,76.05,55.13,Intermediate
24.62,27.68,100.1,3,31.33,25.63,Beginner
46.11,50.1,51.0,1,56.03,42.79,Beginner
51.81,38.28,51.3,3,66.53,59.81,Intermediate
49.52,48.16,26.2,3,55.83,50.18,Intermediate
63.05,56.54,73.9,2,74.19,67.63,Intermediate
43.55,50.18,74.1,2,24.6,43.65,Beginner
82.42,90.99,70.8,2,84.87,71.09,Intermediate
60.0,43.41,42.4,3,57.81,67.04,Intermediate
59.81,59.64,40.9,3,79.95,65.92,Intermediate
53.44,62.42,29.1,1,64.57,58.27,Beginner
63.1,61.61,56.7,3,55.54,64.02,Intermediate
76.5,82.33,33.4,2,80.98,73.7,Intermediate
42.66,45.47,31.5,2,44.67,49.65,Beginner
46.84,49.57,46.5,3,52.29,62.2,Beginner
53.93,51.75,45.2,1,41.7,55.68,Beginner
33.08,23.35,44.2,3,37.4,42.98,Beginner
43.61,34.64,64.3,2,40.88,46.2,Beginner
50.48,56.15,56.6,3,53.86,47.18,Beginner
77.49,77.64,49.2,1,68.8,83.09,Intermediate
65.25,64.14,58.7,2,58.23,73.48,Intermediate
63.87,60.48,35.2,3,77.96,73.03,Intermediate
77.02,74.58,57.1,1,64.4,75.76,Intermediate
57.25,65.63,58.0,1,45.52,62.25,Beginner
67.81,65.13,24.9,3,67.19,77.75,Intermediate
57.94,47.21,74.9,1,48.67,69.02,Beginner
65.31,71.26,37.4,3,54.69,76.01,Intermediate
48.34,46.71,56.8,1,49.61,50.86,Beginner
11.22,11.47,78.3,2,0.0,10.48,Beginner
57.31,70.18,73.5,3,45.22,63.66,Beginner
88.45,88.29,55.7,2,100.0,90.92,Intermediate
78.52,80.84,47.8,2,84.04,84.5,Intermediate
79.31,69.88,74.0,2,70.35,89.09,Intermediate
84.72,82.97,68.5,3,89.74,87.37,Intermediate
61.77,66.65,42.6,1,68.58,75.44,Intermediate
63.95,51.5,39.1,2,75.88,56.27,Intermediate
47.65,49.25,13.6,1,46.12,52.35,Beginner
53.68,54.48,58.1,2,65.4,52.59,Beginner
72.32,72.65,53.3,1,47.85,61.09,Intermediate
84.08,92.37,77.7,1,71.4,82.14,Intermediate
57.21,59.89,62.2,2,59.18,51.89,Beginner
51.0,62.82,81.7,1,54.95,51.95,Beginner
60.01,52.06,41.1,1,49.07,61.42,Beginner
72.02,73.11,77.8,2,75.14,80.97,Intermediate
31.12,31.8,44.4,2,23.64,27.59,Beginner
14.08,5.52,70.6,3,10.75,28.4,Beginner
48.99,56.64,25.8,2,61.29,53.66,Beginner
35.59,54.18,59.7,1,46.49,44.91,Beginner
49.84,49.7,15.3,2,37.87,51.26,Beginner
57.04,61.08,49.7,1,44.36,50.49,Beginner
50.94,51.61,63.8,3,46.0,49.56,Beginner
89.05,83.34,44.6,3,88.73,84.17,Advanced
66.53,51.97,34.0,2,58.64,72.08,Intermediate
66.01,60.36,71.9,2,78.5,77.59,Intermediate
72.44,61.31,52.9,1,76.61,69.26,Intermediate
37.22,50.86,45.2,2,42.1,46.02,Beginner
80.78,79.86,55.8,3,65.58,75.18,Intermediate
58.48,55.72,107.7,1,72.49,57.89,Beginner
73.41,80.52,78.1,1,39.57,77.55,Beginner
38.56,29.59,78.3,2,48.57,34.79,Beginner
28.92,22.79,63.7,2,40.14,33.39,Beginner
76.36,76.9,58.3,2,71.17,82.54,Intermediate
67.53,75.76,10.0,3,82.8,54.52,Intermediate
41.96,45.97,41.4,1,41.2,52.61,Beginner
42.61,44.59,45.4,2,43.36,49.32,Beginner
82.51,83.13,17.5,2,86.58,88.21,Intermediate
36.21,39.41,31.9,1,74.45,36.84,Beginner
92.85,94.47,15.4,2,100.0,83.09,Advanced
41.99,33.75,54.2,1,50.4,47.83,Beginner
72.77,73.14,71.4,1,61.81,72.45,Intermediate
53.43,44.84,77.1,1,55.15,55.35,Beginner
72.06,72.71,63.3,3,62.31,82.82,Intermediate
49.12,45.27,35.7,2,58.98,57.76,Beginner
56.74,77.06,16.4,3,58.43,73.73,Intermediate
60.82,60.5,19.9,1,47.32,62.88,Beginner
39.96,28.72,29.6,2,40.93,40.61,Beginner
74.82,73.74,37.2,2,64.62,75.7,Intermediate
49.74,53.89,51.8,3,51.55,58.25,Beginner
55.43,68.81,34.7,2,45.12,65.09,Beginner
40.11,35.4,61.8,2,40.44,36.1,Beginner
8.75,0.0,50.4,1,17.76,14.1,Beginner
56.18,62.71,55.2,2,55.54,69.34,Beginner
99.0,87.96,77.8,2,94.31,97.64,Advanced
75.69,72.2,31.4,3,78.13,85.22,Intermediate
59.61,57.55,63.4,1,67.98,63.8,Beginner
54.74,54.19,54.7,1,41.46,62.1,Beginner
60.45,65.96,48.3,2,63.58,58.75,Intermediate
70.94,65.47,72.7,1,86.75,66.43,Intermediate
36.38,34.19,72.6,1,43.27,39.59,Beginner
82.29,82.17,36.1,3,82.98,76.51,Intermediate
74.31,75.5,51.4,2,81.98,74.74,Intermediate
74.36,75.15,60.6,3,79.79,79.93,Intermediate
68.77,72.26,49.5,3,77.81,83.98,Intermediate
60.39,67.14,66.7,1,36.11,63.98,Beginner
73.46,76.6,60.6,2,54.82,79.33,Intermediate
71.84,75.46,91.7,1,83.89,79.08,Intermediate
52.92,40.26,24.4,3,34.86,52.9,Beginner
48.53,48.93,52.6,2,53.35,51.66,Beginner
62.04,65.87,36.8,2,57.81,79.63,Intermediate
90.98,96.81,67.1,1,79.03,89.23,Intermediate
35.22,29.68,22.7,2,39.41,47.1,Beginner
30.65,25.38,61.9,1,33.06,39.98,Beginner
63.3,58.7,42.4,2,88.62,57.36,Intermediate
61.02,65.31,40.3,3,53.52,68.0,Intermediate
63.47,71.74,26.1,3,80.75,69.27,Intermediate
64.88,61.62,45.7,1,69.11,67.67,Intermediate
55.54,62.8,76.7,2,47.6,54.57,Beginner
89.8,90.79,54.5,3,99.39,85.91,Advanced
27.98,26.99,67.6,1,34.77,28.89,Beginner
43.43,41.74,88.3,3,43.86,49.37,Beginner
57.93,63.91,60.3,1,61.13,66.41,Beginner
27.14,29.74,43.8,2,19.97,43.87,Beginner
56.48,74.69,64.3,2,46.57,68.34,Beginner
93.23,86.41,44.1,2,100.0,98.93,Advanced
60.42,64.56,44.9,3,57.73,59.56,Intermediate
64.61,60.38,24.6,1,63.65,62.99,Intermediate
34.8,27.84,73.5,1,38.15,39.27,Beginner
47.67,47.59,47.3,2,50.86,48.06,Beginner
52.5,53.59,58.6,3,35.34,61.76,Beginner
53.65,76.99,34.3,1,69.08,59.68,Beginner
85.63,84.16,63.7,3,87.09,92.0,Intermediate
71.15,62.11,39.8,2,68.72,79.61,Intermediate
37.77,39.95,52.2,1,42.94,35.32,Beginner
64.93,48.33,72.6,3,67.77,75.33,Intermediate
69.96,69.23,70.8,1,79.17,66.19,Intermediate
82.8,82.93,54.6,2,89.26,78.53,Intermediate
91.61,97.97,19.6,1,100.0,93.47,Advanced
39.7,47.49,114.9,2,55.91,48.82,Beginner
43.78,39.75,89.9,2,54.39,51.21,Beginner
34.85,33.64,69.5,2,32.92,40.19,Beginner
55.32,49.19,39.9,2,41.84,60.75,Beginner
69.33,60.3,52.7,2,89.34,72.6,Intermediate
79.75,82.23,44.1,1,76.89,72.61,Intermediate
58.48,48.29,80.3,2,52.8,54.35,Beginner
53.6,50.29,60.3,3,32.76,58.84,Beginner
63.04,55.07,39.3,3,67.1,68.47,Intermediate
43.3,47.69,45.6,1,45.08,45.9,Beginner
99.0,100.0,77.4,1,80.82,100.0,Intermediate
27.85,17.43,87.0,3,33.29,34.33,Beginner
63.69,48.87,85.6,2,57.72,69.98,Beginner
99.0,98.0,70.1,2,100.0,98.21,Advanced
60.14,60.26,49.9,3,53.3,76.27,Intermediate
56.2,57.95,10.0,1,50.98,58.19,Beginner
52.85,49.28,60.9,2,42.35,70.67,Beginner
56.39,54.79,55.0,3,71.73,63.99,Intermediate
87.46,90.4,57.8,2,82.98,87.18,Intermediate
15.76,24.09,56.1,1,7.06,15.11,Beginner
90.67,75.03,28.5,1,99.15,80.76,Advanced
31.52,28.57,66.1,1,14.96,29.05,Beginner
54.67,56.38,67.6,3,62.17,55.02,Intermediate
51.42,44.07,68.6,1,72.79,55.67,Beginner
71.77,85.62,73.9,1,78.57,68.87,Intermediate
28.04,22.95,67.1,3,35.69,36.92,Beginner
69.24,68.91,46.8,1,79.68,77.4,Intermediate
99.0,100.0,53.6,1,100.0,96.55,Advanced
32.74,28.01,56.8,1,47.26,48.59,Beginner
63.79,49.02,57.2,1,69.07,57.64,Intermediate
46.76,43.33,75.0,2,57.61,50.12,Beginner
68.52,76.75,67.9,3,57.89,69.8,Intermediate
60.38,57.69,96.5,3,69.7,71.17,Intermediate
47.17,40.4,99.1,2,35.1,37.96,Beginner
69.76,77.16,56.6,2,65.35,63.52,Intermediate
96.09,93.44,10.0,2,59.1,95.76,Intermediate
56.18,52.1,79.7,1,61.0,67.0,Beginner
74.4,75.59,44.2,1,66.67,75.8,Intermediate
34.13,40.3,39.0,3,47.47,33.29,Beginner
40.87,59.92,47.0,1,45.55,36.42,Beginner
69.45,76.07,46.1,1,82.94,79.93,Intermediate
89.68,98.96,67.2,2,76.68,86.78,Intermediate
67.11,63.06,23.8,2,79.57,64.09,Intermediate
53.74,45.53,33.4,1,79.01,64.3,Intermediate
59.99,60.48,61.9,1,69.16,67.25,Beginner
34.99,35.85,67.5,2,44.48,47.84,Beginner
72.09,63.46,67.8,2,74.13,68.62,Intermediate
77.65,76.24,39.3,1,71.35,68.28,Intermediate
50.96,54.15,35.4,2,60.09,55.68,Beginner
50.6,53.48,44.9,2,32.53,56.56,Beginner
65.32,69.35,59.8,3,60.3,72.28,Intermediate
51.27,53.59,84.7,1,30.01,62.03,Beginner
58.68,54.62,14.1,1,50.23,49.58,Beginner
99.0,94.89,50.6,2,100.0,100.0,Advanced
55.06,45.47,28.3,2,61.12,52.07,Intermediate
52.83,67.11,22.0,1,53.44,59.74,Beginner
47.05,47.16,74.3,2,49.09,48.44,Beginner
74.88,73.09,65.9,1,52.25,70.01,Intermediate
56.38,48.95,64.0,1,51.9,54.21,Beginner
47.01,70.5,73.4,2,38.84,42.58,Beginner
86.43,77.84,45.4,1,78.52,85.75,Intermediate
88.39,84.96,46.3,3,95.59,86.68,Advanced
47.99,51.32,98.7,2,37.67,56.87,Beginner
22.67,27.47,50.1,2,15.41,32.7,Beginner
80.15,87.81,69.7,2,55.11,91.87,Intermediate
46.31,60.77,55.1,2,42.78,52.8,Beginner
75.81,79.86,18.0,1,62.76,78.87,Intermediate
20.6,12.15,14.1,3,21.55,37.35,Beginner
77.85,75.8,43.4,3,66.44,77.86,Intermediate
35.78,38.24,76.1,1,37.03,29.98,Beginner
74.62,91.16,70.8,1,72.88,75.85,Intermediate
60.29,49.1,73.3,1,80.35,52.93,Intermediate
40.92,50.54,35.3,2,46.89,60.37,Beginner
51.86,53.3,87.3,2,29.78,64.44,Beginner
73.73,80.43,35.7,3,58.55,90.81,Intermediate
62.12,61.3,59.3,3,62.78,67.52,Intermediate
71.69,64.95,54.8,2,60.53,77.26,Intermediate
99.0,100.0,51.5,2,63.38,96.32,Intermediate
28.72,33.95,81.8,2,44.91,39.72,Beginner
92.34,100.0,40.9,2,100.0,85.66,Advanced
62.09,61.98,28.0,2,68.34,49.86,Intermediate
42.02,37.23,55.4,2,34.74,41.92,Beginner
33.39,20.92,47.0,2,38.53,29.99,Beginner
56.22,62.77,122.5,2,47.77,65.59,Beginner
78.43,81.82,68.5,2,80.89,91.05,Intermediate
57.45,49.72,46.8,2,46.4,52.44,Beginner
90.22,85.91,33.9,2,100.0,98.76,Advanced
30.98,27.24,17.4,2,12.13,42.21,Beginner
59.76,47.89,34.5,2,74.55,53.56,Intermediate
34.95,28.41,57.3,2,35.42,37.81,Beginner
67.27,58.2,83.5,1,61.4,64.41,Beginner
77.74,74.44,77.4,1,79.74,82.01,Intermediate
51.58,45.68,59.6,2,60.38,48.09,Beginner
7.92,0.0,48.5,2,24.32,14.69,Beginner
63.98,80.16,60.4,3,67.74,64.75,Intermediate
68.73,78.76,44.6,2,58.05,74.08,Intermediate
68.09,61.85,89.4,2,68.75,69.34,Intermediate
84.72,86.9,51.2,1,100.0,80.73,Intermediate
38.58,41.92,53.3,1,54.75,40.21,Beginner
73.6,83.13,10.7,3,84.51,89.93,Intermediate
83.85,77.3,51.1,1,93.4,80.64,Intermediate
24.43,33.17,71.7,2,32.82,24.23,Beginner
66.39,62.01,33.6,2,80.3,72.58,Intermediate
49.92,39.23,40.0,2,44.44,53.06,Beginner
58.37,64.16,70.9,3,42.11,55.21,Beginner
66.95,77.28,25.5,2,67.78,82.99,Intermediate
50.26,70.96,76.2,1,40.44,50.12,Beginner
46.49,36.89,44.4,3,33.83,50.5,Beginner
60.68,66.27,47.2,3,52.04,66.79,Intermediate
38.26,34.98,32.5,1,68.08,51.58,Beginner
38.28,44.55,62.6,1,39.92,31.14,Beginner
73.59,61.82,104.2,1,77.93,72.36,Intermediate
37.02,26.92,70.6,1,22.36,52.59,Beginner
73.33,67.12,37.7,3,51.2,78.23,Intermediate
69.25,69.88,77.7,2,59.42,64.3,Intermediate
25.48,20.36,48.7,2,42.74,27.73,Beginner
46.45,51.72,82.5,3,50.46,53.97,Beginner
83.88,92.1,71.1,2,91.07,93.16,Intermediate
40.38,45.17,10.0,1,49.24,41.11,Beginner
50.71,63.66,34.9,3,43.62,61.61,Beginner
69.24,72.57,73.9,3,85.9,65.09,Intermediate
75.67,65.93,58.0,3,68.07,70.95,Intermediate
54.97,65.88,34.5,2,71.84,55.67,Intermediate
48.05,43.21,42.3,3,53.36,62.83,Beginner
88.45,95.73,16.9,1,66.98,87.78,Intermediate
94.78,100.0,53.2,2,85.8,96.93,Intermediate
79.58,83.23,99.2,3,58.16,84.88,Intermediate
61.71,49.74,71.1,1,75.67,69.43,Intermediate
43.83,36.49,98.8,3,43.54,46.67,Beginner
43.39,53.97,72.6,2,16.65,52.05,Beginner
70.45,69.1,75.5,1,74.96,65.83,Intermediate
68.37,69.0,94.5,3,61.92,84.8,Intermediate
88.03,94.1,62.5,1,70.23,82.19,Intermediate
73.01,78.58,51.3,2,93.14,69.87,Intermediate
29.94,32.17,75.7,1,31.23,36.84,Beginner
81.04,79.37,84.1,3,77.52,85.03,Intermediate
40.04,37.54,45.4,1,35.25,44.8,Beginner
52.32,59.18,40.6,1,34.16,55.5,Beginner
65.0,69.43,57.8,1,49.35,59.26,Beginner
99.0,96.94,71.6,3,100.0,100.0,Advanced
99.0,100.0,71.0,2,93.31,100.0,Advanced
72.13,71.1,26.5,2,72.4,82.52,Intermediate
56.34,49.52,93.2,2,31.8,56.66,Beginner
70.69,64.62,42.2,2,54.87,75.53,Intermediate
77.75,69.92,49.7,1,85.07,78.72,Intermediate
53.59,51.41,36.9,2,58.12,64.07,Beginner
95.9,100.0,109.0,1,100.0,98.19,Intermediate
64.6,58.16,59.8,3,80.72,70.59,Intermediate
69.95,71.46,38.0,3,67.19,65.25,Intermediate
73.32,68.06,72.3,2,78.99,86.13,Intermediate
68.43,66.35,70.4,1,64.63,72.29,Intermediate
76.78,64.7,51.2,3,100.0,76.99,Intermediate
47.65,45.89,71.8,1,61.44,52.28,Beginner
48.83,47.28,38.5,1,50.87,41.86,Beginner
38.0,42.32,45.1,1,40.4,47.29,Beginner
68.79,70.58,14.8,2,86.13,62.46,Intermediate
75.58,65.99,28.5,3,82.53,78.21,Intermediate
69.16,77.83,91.2,1,87.86,71.09,Intermediate
93.49,95.17,87.8,1,67.17,98.24,Intermediate
59.89,61.48,56.3,2,65.42,63.74,Intermediate
73.37,73.3,88.3,2,67.19,79.31,Intermediate
38.17,34.02,51.8,1,59.24,40.94,Beginner
52.26,54.0,50.1,1,70.81,53.88,Beginner
73.91,77.72,56.1,3,74.3,78.51,Intermediate
76.98,63.01,52.5,3,95.41,79.69,Intermediate
54.12,49.81,50.7,3,75.52,49.67,Intermediate
58.57,56.53,77.9,3,59.46,59.27,Intermediate
29.64,31.69,58.0,1,59.31,34.74,Beginner
52.86,62.41,69.2,1,52.48,53.14,Beginner
77.81,71.63,75.6,1,75.23,76.65,Intermediate
71.5,67.52,62.8,1,81.89,69.84,Intermediate
70.01,65.91,35.6,3,65.77,69.23,Intermediate
61.0,54.58,27.9,3,62.02,63.16,Intermediate
60.14,57.36,58.0,2,77.05,61.49,Intermediate
46.79,52.96,51.6,1,47.02,49.08,Beginner
73.98,65.55,56.7,3,53.64,80.42,Intermediate
68.42,71.84,54.7,3,72.83,71.86,Intermediate
69.84,56.23,106.7,1,61.48,61.08,Beginner
49.48,44.99,28.4,3,59.86,47.13,Intermediate
16.93,14.3,15.2,1,25.29,37.16,Beginner
81.94,95.34,61.6,1,99.6,74.61,Intermediate
50.42,48.22,47.5,2,61.31,51.28,Beginner
42.74,25.13,61.3,2,55.83,50.43,Beginner
73.87,57.88,66.7,1,65.84,76.13,Intermediate
52.16,52.43,80.7,1,61.81,57.11,Beginner
81.2,86.11,24.9,3,100.0,82.05,Advanced
72.34,75.34,43.9,2,64.08,75.98,Intermediate
73.67,75.01,63.6,2,95.27,76.15,Intermediate
32.68,41.98,70.4,1,26.09,34.19,Beginner
84.24,79.92,98.9,1,74.02,84.97,Intermediate
65.23,72.38,74.1,1,68.78,72.34,Intermediate
52.61,39.56,53.9,1,61.21,54.27,Beginner
62.87,55.63,37.2,1,73.81,63.75,Intermediate
24.48,10.02,43.7,1,12.93,34.93,Beginner
68.17,65.97,43.1,2,73.39,76.49,Intermediate
39.41,39.04,68.1,1,31.19,51.76,Beginner
32.95,33.86,60.1,3,15.08,29.77,Beginner
29.55,30.05,28.5,1,18.41,38.62,Beginner
82.25,74.83,46.3,2,73.24,87.28,Intermediate
47.41,45.89,72.6,1,53.67,44.31,Beginner
90.67,78.69,62.0,2,100.0,92.93,Advanced
49.28,60.19,66.4,1,31.61,57.65,Beginner
25.85,23.42,62.7,3,30.08,28.81,Beginner
37.67,33.76,87.5,3,23.55,47.31,Beginner
84.72,97.43,59.7,2,92.27,91.17,Intermediate
56.88,46.94,47.3,1,49.41,51.91,Beginner
49.03,40.03,36.7,2,36.42,52.26,Beginner
63.2,54.43,60.0,3,72.8,69.95,Intermediate
70.04,69.49,10.0,1,62.99,65.66,Intermediate
82.35,85.8,51.3,2,78.56,78.49,Intermediate
88.97,94.89,50.9,3,62.33,91.04,Intermediate
52.8,73.38,27.7,3,64.16,63.39,Intermediate
33.48,15.48,36.4,3,43.33,44.66,Beginner
51.73,56.6,71.2,3,51.8,52.42,Beginner
65.21,60.75,59.6,3,46.87,73.9,Intermediate
40.72,36.03,57.0,2,55.24,40.45,Beginner
40.86,35.9,61.1,2,32.86,35.93,Beginner
66.88,59.61,56.9,3,61.44,69.32,Intermediate
59.03,72.5,79.9,2,86.77,69.04,Intermediate
60.66,67.39,57.5,3,52.21,69.74,Intermediate
44.83,45.02,25.8,1,53.74,47.23,Beginner
55.39,66.2,87.6,2,62.14,56.46,Beginner
41.52,29.42,62.4,1,46.2,41.86,Beginner
77.8,67.16,43.2,1,81.19,78.23,Intermediate
80.7,63.28,29.9,1,85.22,73.84,Intermediate
23.08,17.48,62.9,2,26.34,27.14,Beginner
41.41,42.7,52.7,1,40.79,42.8,Beginner
30.07,30.89,86.5,2,48.2,27.56,Beginner
47.0,48.19,48.1,2,31.25,46.21,Beginner
58.33,47.04,38.3,1,70.59,62.13,Intermediate
31.01,37.43,72.9,1,40.88,34.58,Beginner
41.56,43.48,73.5,2,49.94,44.39,Beginner
39.92,45.79,58.4,3,53.32,41.26,Beginner
64.15,49.0,68.5,3,63.03,78.47,Intermediate
61.39,63.88,54.2,3,38.96,61.45,Beginner
45.57,36.06,59.7,3,44.7,53.43,Beginner
63.54,60.36,78.3,2,51.64,63.53,Beginner
49.07,53.34,67.5,3,40.28,55.36,Beginner
54.57,55.3,51.6,3,39.66,62.95,Beginner
93.47,86.66,82.0,3,87.74,87.77,Intermediate
86.81,86.86,10.0,1,79.65,85.82,Intermediate
34.01,21.76,96.0,3,5.48,48.43,Beginner
76.59,85.8,20.9,2,85.0,89.04,Intermediate
76.23,74.59,42.5,3,100.0,79.35,Intermediate
37.03,45.98,54.2,1,44.31,40.32,Beginner
76.38,72.16,52.1,2,73.94,91.53,Intermediate
90.76,86.57,75.1,1,90.1,96.31,Intermediate
37.55,31.44,33.8,1,32.5,36.84,Beginner
41.65,48.66,60.2,1,42.73,40.6,Beginner
80.35,74.68,43.4,3,79.91,89.66,Intermediate
65.43,70.59,60.9,1,55.34,60.13,Beginner
71.03,67.97,53.7,1,91.22,77.87,Intermediate
66.81,51.0,56.9,1,48.97,69.47,Beginner
67.81,63.25,44.0,2,76.43,73.5,Intermediate
33.47,24.04,44.8,1,32.26,35.25,Beginner
80.95,81.22,60.7,1,100.0,76.69,Intermediate
83.39,73.87,73.9,2,87.48,93.49,Intermediate
55.41,62.82,43.0,2,51.09,57.5,Beginner
59.13,58.4,37.6,1,56.16,57.93,Beginner
29.38,27.96,67.3,1,29.86,32.55,Beginner
70.29,75.53,54.3,1,56.57,71.82,Intermediate
71.44,79.15,71.6,3,62.24,69.54,Intermediate
58.76,58.6,36.9,2,37.34,58.67,Beginner
82.49,76.32,19.4,2,71.41,80.18,Intermediate
53.32,39.13,44.3,1,54.45,60.12,Beginner
71.29,65.8,39.7,2,74.89,68.27,Intermediate
39.61,34.67,53.4,1,15.85,31.9,Beginner
59.53,60.39,42.3,1,57.88,48.96,Beginner
56.51,53.75,69.8,2,63.27,51.17,Beginner
64.51,70.01,49.2,2,62.55,75.51,Intermediate
52.61,47.71,58.0,1,45.0,54.5,Beginner
57.37,56.91,58.2,2,52.42,63.79,Beginner
76.52,85.99,58.9,3,70.03,83.62,Intermediate
51.26,54.0,54.5,2,43.62,55.5,Beginner
27.87,27.39,65.2,2,29.95,33.19,Beginner
94.99,90.18,39.1,3,100.0,100.0,Advanced
87.63,82.56,83.0,3,78.7,91.49,Intermediate
34.15,27.35,50.3,2,30.34,47.82,Beginner
73.79,69.47,28.8,2,73.17,79.62,Intermediate
49.94,55.99,58.8,1,41.69,48.24,Beginner
65.27,63.49,38.0,2,78.45,65.07,Intermediate
65.88,55.09,68.3,1,37.43,62.25,Beginner
55.31,69.46,99.2,1,48.94,64.19,Beginner
44.32,46.88,39.3,2,54.14,46.35,Beginner
46.19,34.93,61.6,1,42.66,43.7,Beginner
41.68,38.14,19.9,2,31.83,48.26,Beginner
43.36,44.25,64.1,2,48.65,47.31,Beginner
58.66,72.29,37.3,2,69.53,63.73,Intermediate
45.68,36.82,42.5,1,48.21,59.37,Beginner
73.64,81.45,33.0,1,64.03,79.23,Intermediate
89.74,100.0,69.6,2,95.22,90.73,Intermediate
48.4,43.37,75.1,3,43.57,46.08,Beginner
64.79,62.57,55.5,1,73.73,62.61,Intermediate
69.99,61.7,37.7,1,87.79,74.66,Intermediate
69.44,67.81,86.8,3,38.17,66.86,Beginner
61.52,61.23,40.0,1,62.85,75.44,Intermediate
74.85,80.13,11.8,3,54.02,78.95,Intermediate
69.64,78.37,64.2,2,98.95,72.37,Intermediate
35.25,29.26,32.9,2,29.63,36.43,Beginner
77.38,61.64,74.8,1,86.34,80.17,Intermediate
77.75,77.58,47.4,1,77.32,70.58,Intermediate
44.73,47.08,67.1,1,35.1,60.14,Beginner
60.76,62.75,83.0,3,49.69,73.8,Beginner
73.67,71.05,30.8,2,92.69,81.68,Intermediate
55.81,56.81,43.7,2,67.28,51.01,Intermediate
81.46,93.58,53.5,3,100.0,86.18,Intermediate
99.0,100.0,85.8,1,99.67,100.0,Intermediate
44.28,41.29,41.8,2,47.74,52.3,Beginner
32.38,28.38,43.1,2,29.17,31.78,Beginner
66.08,64.72,64.6,3,62.63,66.89,Intermediate
74.43,87.53,43.5,1,61.93,71.77,Intermediate
55.38,53.92,58.1,2,56.39,55.33,Beginner
89.07,88.91,24.0,3,79.59,100.0,Advanced
33.23,29.37,99.3,2,38.53,27.04,Beginner
73.86,82.65,28.0,1,75.9,77.89,Intermediate
47.88,63.56,48.6,2,51.33,44.3,Beginner
94.39,97.99,54.4,1,100.0,87.07,Intermediate
99.0,99.66,93.3,2,98.55,87.02,Advanced
44.67,44.96,28.5,3,53.75,47.8,Beginner
49.01,29.93,94.7,2,73.63,62.15,Beginner
77.19,83.15,70.1,2,92.87,80.61,Intermediate
52.26,53.33,63.3,2,66.1,48.89,Beginner
59.09,62.52,35.3,1,55.41,66.47,Beginner
60.51,54.82,66.4,1,63.26,69.05,Beginner
21.61,18.53,40.5,3,5.79,30.5,Beginner
59.72,56.44,80.3,2,65.71,75.15,Beginner
46.21,54.38,35.6,1,49.5,53.44,Beginner
50.14,47.11,52.7,1,50.42,56.22,Beginner
88.87,100.0,43.9,2,100.0,84.94,Advanced
34.87,38.32,35.2,3,20.38,45.84,Beginner
76.26,66.06,69.8,3,95.88,81.46,Intermediate
54.42,53.39,65.7,1,65.24,59.19,Beginner
54.4,49.19,79.2,3,53.56,55.94,Beginner
75.81,58.25,19.4,2,74.02,78.51,Intermediate
66.8,79.6,76.3,2,72.57,64.56,Intermediate
71.41,77.04,105.1,2,89.66,57.82,Intermediate
79.36,83.63,46.0,1,80.58,85.0,Intermediate
53.37,54.7,92.9,3,55.1,50.09,Beginner
47.76,36.7,49.7,1,47.97,50.58,Beginner
38.3,34.43,27.6,1,59.68,43.23,Beginner
43.49,50.23,48.9,3,39.07,51.97,Beginner
99.0,90.59,76.0,2,98.65,97.38,Advanced
84.89,64.64,38.2,3,100.0,89.73,Advanced
32.98,31.16,43.0,2,34.74,41.17,Beginner
33.55,32.42,66.9,2,47.2,43.28,Beginner
69.64,70.72,55.1,3,58.7,84.47,Intermediate
70.95,76.77,66.7,1,68.48,72.67,Intermediate
70.98,76.08,59.8,3,88.79,75.68,Intermediate
54.9,56.97,64.6,1,46.78,51.07,Beginner
57.49,67.06,46.4,3,55.68,65.51,Intermediate
66.56,54.41,59.6,1,69.64,71.24,Intermediate
61.72,65.75,36.5,2,49.85,63.63,Intermediate
15.61,20.63,80.8,3,10.65,27.63,Beginner
55.4,45.49,42.3,2,56.76,57.22,Beginner
42.97,30.95,77.6,2,43.53,51.56,Beginner
63.5,57.54,50.3,3,78.87,73.9,Intermediate
99.0,93.71,59.0,2,100.0,100.0,Advanced
67.35,73.38,45.1,3,57.08,72.67,Intermediate
53.73,48.81,34.7,2,55.06,51.19,Beginner
78.44,71.59,20.1,1,86.53,74.49,Intermediate
69.65,64.76,33.9,1,87.85,73.65,Intermediate
68.4,77.35,48.5,1,77.02,83.62,Intermediate
72.14,72.24,59.2,1,75.63,70.32,Intermediate
99.0,97.57,75.2,2,100.0,100.0,Advanced
37.38,36.5,46.1,1,45.47,37.06,Beginner
69.47,79.81,37.4,1,58.34,64.07,Intermediate
41.47,35.48,26.1,1,43.79,40.1,Beginner
71.11,81.63,64.6,3,88.62,62.93,Intermediate
41.63,43.31,82.7,2,39.14,54.42,Beginner
51.65,50.37,80.3,2,53.21,42.14,Beginner
54.1,74.11,69.2,3,51.19,58.19,Beginner
79.52,71.07,67.8,1,51.75,72.09,Intermediate
78.37,75.54,89.0,3,78.62,76.79,Intermediate
35.09,25.23,61.6,2,38.71,48.54,Beginner
